district_size,total,perc_frl,perc_black,perc_hisp,perc_white,perc_non_white,perc_migrant,perc_esol,harsh
13076,771,46.82,31,10,51,49,0,0.6,117
13076,548,81.2,19,14,63,37,3,6,5
13076,737,39.89,12,7,74,26,0,2,15
13076,681,51.4,27,14,50,50,0,0.9,5
13076,611,81.34,19,24,51,49,2,8.3,20
13076,835,65.87,22,12,61,39,1,0.7,172
13076,918,33.66,16,6,72,28,0,0.3,79
13076,1201,59.88,20,9,66,34,1,3.5,21
13076,2866,39.57,24,9,61,39,0,0.3,306
3818,1128,40.69,2,9,86,14,0,1.1,138
3818,743,46.03,0,9,89,11,0,3.6,13
3818,460,57.61,2,5,90,10,0,1.5,2
3818,932,47.53,1,8,87,13,0,0.3,163
3818,555,54.23,2,6,88,12,0,4.3,11
1210,535,90.14,78,12,7,93,3,6.4,108
1210,268,91.94,82,9,7,93,4,4.5,219
1210,407,94.39,85,9,5,95,2,1.2,115
4814,535,66.73,19,17,54,46,1,9.5,29
4814,441,66.67,2,6,86,14,1,2.7,27
4814,435,65.06,15,19,58,42,0,8.7,2
4814,1132,60.51,9,11,72,28,0,1.5,189
4814,411,57.66,9,4,73,27,1,6.6,14
4814,431,58.47,4,5,86,14,0,1.9,2
4814,1429,52.76,9,12,73,27,0,2.2,146
1285,576,91.84,32,13,51,49,1,4.9,43
1285,709,91.82,33,13,51,49,1,4.5,75
3662,875,93.26,57,5,34,66,0,0.3,699
3662,473,93.23,70,4,23,77,0,1.3,122
3662,401,93.27,72,3,22,78,0,0.7,17
3662,435,93.33,24,11,57,43,0,3,17
3662,1037,65,53,4,39,61,0,0.6,403
3662,441,93.2,68,3,24,76,0,1.8,113
1250,311,85.53,43,3,49,51,0,0,60
1250,368,85.6,40,2,52,48,0,0.3,115
1250,571,85.46,43,3,47,53,0,0.2,26
3199,286,91.96,47,8,39,61,0,3.1,30
3199,256,92.19,71,5,20,80,0,1.2,54
3199,1408,91.95,52,2,39,61,0,0.8,166
3199,10,65.4,70,10,10,90,0,0,0
3199,280,92.14,71,3,24,76,0,0,60
3199,234,91.88,62,6,28,72,0,0,65
3199,411,91.97,58,1,37,63,0,0,41
3199,314,92.04,54,3,37,63,0,1,106
863,371,90.57,40,2,55,45,0,1.3,12
863,267,90.64,37,3,57,43,0,0.7,35
863,225,90.67,39,4,54,46,0,1.3,21
2160,820,62.92,18,6,73,27,0,0.6,17
2160,337,89.6,80,9,9,91,2,3.6,0
2160,334,62.1,82,8,8,92,1,0.3,1
2160,216,94.4,79,9,9,91,1,5.6,0
2160,453,92.01,84,7,8,92,1,0.7,1
3841,649,39.14,21,4,70,30,0,1.8,67
3841,553,61.48,19,5,72,28,0,0.5,13
3841,912,62.7,27,3,66,34,0,0.4,215
3841,1153,45.97,24,2,70,30,0,0.3,189
3841,574,62.37,32,2,62,38,0,0.2,64
845,210,84.34,31,15,48,52,4,2.4,56
845,370,87.1,33,15,42,58,4,6.5,158
845,265,94.43,31,13,54,46,4,0.8,76
2990,713,44.32,26,7,61,39,0,2.1,24
2990,924,30.74,26,6,64,36,0,0.4,61
2990,610,60,24,7,64,36,0,3.9,25
2990,743,41.59,27,7,62,38,0,0.7,116
6960,610,61.8,0,26,72,28,0,12.3,33
6960,59,81.36,2,17,80,20,0,0,72
6960,983,56.26,0,26,73,27,0,3.7,37
6960,1066,60.13,0,27,71,29,0,6.2,59
6960,708,88.98,1,8,91,9,1,3.4,27
6960,506,83.99,1,20,77,23,1,10.3,4
6960,577,64.12,0,24,75,25,1,3.6,25
6960,700,84,0,34,65,35,1,18.1,19
6960,593,88.87,0,44,56,44,1,23.4,16
6960,632,70.25,0,26,72,28,0,3.8,63
6960,526,81.94,1,19,79,21,1,8,40
37926,414,70.53,57,8,27,73,0,0,170
37926,329,94.53,79,4,10,90,0,0,228
37926,693,46.61,27,15,43,57,0,10.2,45
37926,603,49.42,33,11,41,59,0,7.8,8
37926,124,94.35,69,11,14,86,0,0,0
37926,660,46.21,46,8,37,63,0,0,77
37926,609,94.42,85,5,5,95,0,0,428
37926,504,94.44,71,5,17,83,0,0,47
37926,474,94.51,77,18,3,97,0,15.4,236
37926,632,39.87,29,10,41,59,0,6.5,46
37926,1546,62.5,73,21,2,98,0,18.8,169
37926,3322,31.71,27,8,55,45,0,0,180
37926,1338,48.94,32,9,49,51,0,0,126
37926,454,94.49,91,4,3,97,0,0,139
37926,1154,94.45,52,13,23,77,0,6.7,278
37926,321,94.39,83,7,5,95,0,0,106
37926,564,94.5,83,13,2,98,0,9,1348
37926,553,94.39,88,4,3,97,0,0,602
37926,991,94.45,81,11,4,96,0,5.1,720
37926,545,94.5,49,6,36,64,0,0,229
37926,575,94.43,43,13,31,69,0,7.5,50
37926,318,47.48,47,9,33,67,0,0,11
37926,458,94.32,84,5,2,98,0,0,41
37926,535,94.39,91,4,2,98,0,0,74
37926,855,94.39,90,3,3,97,0,0,467
37926,464,94.4,55,14,21,79,0,13.1,88
37926,589,94.4,45,21,25,75,0,7,318
37926,568,94.37,24,9,57,43,0,3.9,19
37926,514,43.58,32,4,55,45,0,0,44
37926,528,46.02,25,8,56,44,0,0.4,30
37926,1240,94.44,64,7,22,78,0,0,290
37926,336,94.35,70,15,8,92,0,10.7,53
37926,2962,94.37,52,8,27,73,0,0,222
37926,536,94.4,88,4,3,97,0,0,407
37926,1275,20.78,22,7,55,45,0,0,6
37926,590,16.95,24,5,47,53,0,0,11
37926,325,94.46,91,3,2,98,0,0,91
37926,458,94.32,93,2,2,98,0,0,224
37926,494,94.33,92,3,2,98,0,0,496
37926,463,94.38,76,5,12,88,0,0,229
37926,1188,94.56,91,3,3,97,0,0,192
37926,319,94.36,86,4,8,92,0,0,95
37926,365,94.52,43,7,39,61,0,0,34
37926,657,25.42,30,9,52,48,0,0,26
37926,458,94.32,27,25,38,62,0,20.5,73
37926,400,94.5,23,31,38,62,0,26,54
37926,357,94.4,63,27,6,94,0,24.9,55
37926,395,94.43,71,4,21,79,0,0,19
37926,1455,94.46,94,4,2,98,0,0,130
37926,292,94.52,91,3,1,99,0,0,72
37926,449,94.43,80,8,5,95,0,0,454
37926,450,94.44,52,8,31,69,0,0,96
37926,779,94.48,52,12,32,68,0,0,319
37926,449,94.43,85,6,4,96,0,0,120
20795,1338,72.41,67,13,16,84,0,4,209
20795,623,69.02,46,12,36,64,0,7.4,41
20795,510,74.12,34,7,52,48,0,3.1,100
20795,826,80.87,57,13,21,79,0,7.4,192
20795,2159,79.06,69,13,12,88,0,2,228
20795,1028,82.68,88,5,3,97,0,2.9,129
20795,853,81.48,80,10,5,95,0,2.7,215
20795,851,78.03,48,8,38,62,0,6.3,176
20795,982,27.19,37,4,53,47,0,0.6,13
20795,485,82.47,57,21,15,85,0,14.4,59
20795,2501,63.33,78,8,9,91,0,1.5,849
20795,841,71.11,47,11,36,64,0,1.5,262
20795,663,88.69,69,9,16,84,0,4.8,279
20795,1934,58.58,57,7,32,68,0,0.6,543
20795,1536,48.5,34,5,56,44,0,1,388
20795,666,87.24,70,18,7,93,0,11.4,167
20795,939,65.71,35,5,56,44,0,0.9,261
20795,513,49.9,34,6,54,46,0,2.1,25
20795,396,81.82,70,5,16,84,0,2,64
20795,383,42.3,10,5,81,19,0,1.6,18
20795,386,68.91,24,13,58,42,0,7.3,24
20795,382,83.77,71,10,13,87,0,4.2,63
7968,510,13.73,3,6,81,19,0,3.3,0
7968,1375,13.24,4,8,77,23,0,1.2,30
7968,534,17.98,2,7,88,12,0,1.1,5
7968,402,26.37,6,9,71,29,0,7.7,3
7968,912,19.85,5,7,81,19,0,1.5,36
7968,437,12.13,3,7,73,27,0,7.8,1
7968,1062,14.03,4,8,76,24,0,2.2,25
7968,1160,13.79,6,6,82,18,0,0.8,46
7968,555,16.76,5,5,81,19,0,3.2,0
7968,447,25.28,6,11,70,30,1,5.4,5
7968,574,18.29,3,6,84,16,0,4.4,1
2044,498,61.04,20,12,62,38,1,1.6,58
2044,441,63.72,16,11,66,34,1,5.9,10
2044,472,69.49,18,9,65,35,1,8.3,18
2044,633,49.76,19,9,67,33,0,2.8,30
32314,1517,51.09,49,12,33,67,0,1.8,131
32314,632,58.54,35,17,40,60,0,6,22
32314,436,52.75,22,9,62,38,0,3.2,69
32314,1874,33.35,20,7,69,31,0,0.4,268
32314,1368,15.79,13,10,72,28,0,0.4,89
32314,2434,18.24,18,10,67,33,0,0.9,111
32314,1001,17.68,8,7,81,19,0,1.3,99
32314,1251,31.49,21,8,66,34,0,2.2,45
32314,567,46.21,31,11,50,50,0,2.1,8
32314,463,46.87,17,10,69,31,0,1.5,118
32314,1202,17.3,16,10,66,34,0,2.6,42
32314,528,55.49,22,9,60,40,0,1.3,142
32314,633,50.71,12,12,71,29,0,2.7,70
32314,659,44.76,16,14,64,36,0,5.2,17
32314,725,36.97,26,10,58,42,0,1,93
32314,876,29.57,19,8,67,33,0,1.9,107
32314,558,53.23,12,8,76,24,0,1.4,15
32314,624,57.69,55,16,21,79,0,2.4,101
32314,1743,34.88,23,10,61,39,0,0.7,180
32314,2113,52.52,24,11,58,42,0,3.6,257
32314,643,57.7,35,16,43,57,0,0.8,109
32314,1415,65.07,34,11,48,52,0,4,49
32314,674,53.41,29,8,56,44,0,1.8,35
32314,670,51.34,31,12,50,50,0,2.7,63
32314,964,36.31,19,10,64,36,0,0.7,100
32314,894,45.19,31,9,56,44,0,1,176
32314,741,47.64,13,7,75,25,0,0.5,149
32314,446,79.82,48,11,34,66,0,3.4,113
32314,305,50.82,15,7,71,29,0,3,7
32314,778,58.48,36,12,42,58,0,1.9,86
32314,1827,46.8,27,11,55,45,0,1.3,261
32314,944,42.28,9,4,83,17,0,2,42
32314,809,63.29,54,13,24,76,0,7,51
3504,534,87.64,46,21,27,73,1,12.5,47
3504,434,87.56,68,22,8,92,1,3.7,118
3504,405,87.65,31,8,55,45,0,1.2,47
3504,587,87.56,79,12,8,92,0,5.6,109
3504,604,87.58,29,10,56,44,0,3.6,57
3504,940,87.55,52,17,27,73,0,2.7,113
4062,504,59.72,1,3,93,7,0,0,5
4062,1762,60.88,0,9,88,12,0,5,6
4062,1355,41.18,1,5,91,9,0,0.7,93
4062,441,56.46,1,6,90,10,0,0,0
4171,1144,56.67,2,10,83,17,0,6,29
4171,1028,52.33,9,8,81,19,0,1.3,6
4171,838,58.71,8,9,79,21,1,1.9,60
4171,729,75.86,14,10,68,32,0,4.5,63
4171,432,59.95,5,7,84,16,1,3.9,12
3193,708,38.14,7,2,88,12,0,0.8,9
3193,598,41.3,8,2,87,13,0,0.8,24
3193,1043,30.3,8,1,88,12,0,0.1,140
3193,792,38.89,6,2,89,11,0,0.3,106
3193,52,34.62,10,0,88,12,0,0,31
12823,908,85.46,16,3,76,24,0,0.2,108
12823,1081,85.38,11,37,48,52,0,11.1,148
12823,746,85.39,18,5,71,29,0,0.5,133
12823,3186,85.34,14,31,51,49,0,14.8,132
12823,573,85.51,7,41,46,54,0,31.4,26
12823,461,85.47,15,47,31,69,0,34.1,21
12823,46,67.57,35,9,54,46,0,0,172
12823,674,85.46,27,5,58,42,0,1.5,126
12823,3385,85.38,11,3,77,23,0,1.3,67
12823,496,85.48,9,23,63,37,0,17.5,84
12823,1267,85.4,14,33,49,51,0,5.4,99
1281,302,82.12,42,9,46,54,1,0.7,240
1281,365,82.19,39,6,52,48,0,0,128
1281,614,94.04,40,10,44,56,2,5,166
2819,656,90.67,36,14,45,55,0,2,112
2819,685,84.1,35,17,45,55,0,10.4,2
2819,746,90,37,17,41,59,0,6.3,68
2819,732,77.25,37,11,48,52,0,1.8,160
298,110,70.53,80,0,19,81,0,0,60
298,188,92.92,74,0,22,78,0,0,42
2142,320,65.31,1,17,80,20,0,0.3,4
2142,682,71.11,1,19,77,23,0,6.3,20
2142,495,66.46,0,15,82,18,0,9.7,0
2142,645,55.81,0,15,83,17,0,2.2,28
713,170,94.98,96,1,1,99,0,0,59
713,235,94.45,97,2,1,99,0,0,150
713,308,94.98,96,0,2,98,0,0,105
31406,1168,65.19,67,4,25,75,0,0.9,410
31406,341,53.77,50,7,39,61,0,2.3,146
31406,724,26.5,31,15,44,56,0,1,13
31406,735,87.27,94,2,2,98,0,1.4,422
31406,487,81.48,93,1,2,98,0,0.8,83
31406,17,26.5,35,0,53,47,0,0,0
31406,685,94.4,64,6,28,72,0,0.4,101
31406,636,91.94,93,2,3,97,0,0,674
31406,382,72.22,86,1,10,90,0,0.3,9
31406,396,89.38,91,2,4,96,0,0.3,51
31406,668,79.94,92,3,3,97,0,1.3,646
31406,263,92.91,84,7,4,96,0,2.3,43
31406,447,53.47,46,4,43,57,0,0.7,1
31406,626,73.61,89,6,3,97,0,1.8,394
31406,506,73.22,75,6,12,88,0,0.8,30
31406,473,53.56,78,7,8,92,0,3.8,10
31406,435,74.06,73,5,18,82,0,0.2,41
31406,299,76.67,78,4,13,87,0,1.7,47
31406,391,92.11,94,1,4,96,0,0,55
31406,359,65.35,18,7,71,29,0,1.9,15
31406,530,67.99,62,3,30,70,0,0.9,28
31406,564,77.23,83,6,7,93,0,1.1,259
31406,147,80.66,93,2,4,96,0,0,762
31406,355,94.43,85,3,10,90,0,0.3,212
31406,492,62.1,96,1,1,99,0,0,86
31406,877,88.95,73,8,13,87,0,1.5,137
31406,892,94.5,89,2,5,95,0,0.3,388
31406,342,90.11,57,6,30,70,0,1.5,104
31406,747,92,84,5,7,93,0,1.5,404
31406,349,93.24,84,2,9,91,0,0.6,81
31406,750,59.83,53,6,29,71,0,1.5,35
31406,425,92.88,91,3,3,97,0,1.2,37
31406,393,62.67,42,5,46,54,0,0.8,147
31406,442,90.12,89,6,3,97,0,1.6,176
31406,497,83.77,81,5,7,93,0,4.2,53
31406,420,83.72,84,9,4,96,0,3.3,114
31406,965,80.87,62,4,29,71,0,0.7,313
31406,415,80.15,80,4,10,90,0,1.4,183
31406,585,67.57,59,8,24,76,0,4.6,70
31406,2014,93.12,64,5,24,76,0,1.4,230
31406,384,73.2,63,27,8,92,0,22.1,129
31406,638,94.45,90,5,3,97,0,0.5,482
31406,698,44.13,65,7,20,80,0,0,55
31406,553,90.12,89,5,4,96,0,2.4,192
31406,246,86.6,34,10,49,51,0,4.1,13
31406,540,93.71,64,3,27,73,0,1.7,77
31406,442,79.76,83,4,10,90,0,1.1,98
31406,1175,67.22,74,5,16,84,0,0.6,368
31406,899,92.91,89,4,6,94,0,1.6,155
31406,826,81.36,43,4,45,55,0,0,9
31406,418,90.31,86,6,4,96,0,2.9,226
31406,564,88.17,83,4,11,89,0,0.4,248
31406,757,94.69,83,9,4,96,1,5,909
31406,441,82.5,70,4,19,81,0,1.4,121
31406,586,88.56,96,1,2,98,0,0.2,185
18170,606,81.19,87,5,3,97,0,0.5,38
18170,1144,56.29,67,7,19,81,0,0,142
18170,884,81.11,77,14,4,96,0,5.5,62
18170,611,66.94,66,11,16,84,0,2.3,25
18170,3135,54.12,62,16,16,84,0,1.3,260
18170,510,64.9,53,9,31,69,0,2.9,15
18170,548,72.26,69,12,8,92,0,6,28
18170,1185,66.33,82,9,6,94,0,1.5,243
18170,741,78.81,78,10,8,92,0,3.6,9
18170,672,48.51,60,8,24,76,0,0.4,10
18170,1023,81.13,68,17,10,90,0,2,302
18170,558,76.7,61,15,20,80,0,5,5
18170,817,77.23,83,8,5,95,0,1.5,226
18170,1006,77.14,59,28,8,92,0,3.3,180
18170,1248,71.26,80,10,4,96,0,5,32
18170,636,88.05,64,23,8,92,0,9.1,44
18170,2190,66.94,72,13,10,90,0,1.5,316
18170,656,89.33,14,72,12,88,0,36.9,6
1236,703,49.22,16,6,74,26,0,0.1,138
1236,533,55.91,17,5,73,27,0,0,16
2211,1092,81.14,46,3,47,53,0,0,80
2211,534,80.9,47,3,47,53,1,0,196
2211,585,74.7,47,2,49,51,0,0,193
1386,770,94.16,40,3,52,48,0,0.5,231
1386,616,94.16,44,3,47,53,0,1.1,25
10501,1340,49.85,36,6,53,47,0,0.5,207
10501,467,64.67,41,8,44,56,0,4.1,56
10501,497,77.87,55,10,29,71,0,2,84
10501,489,81.8,49,9,38,62,0,2.2,307
10501,679,63.03,37,6,51,49,0,1.2,333
10501,1436,76.67,59,8,27,73,0,1.5,530
10501,530,84.34,54,11,26,74,0,6.8,77
10501,374,78.88,30,13,49,51,0,7.5,32
10501,613,58.56,24,9,62,38,0,2.8,52
10501,611,87.73,54,12,29,71,0,2.8,331
10501,36,72.22,75,6,14,86,0,0,4
10501,366,86.1,84,6,3,97,0,3,184
10501,378,75.93,28,9,55,45,0,4.5,24
10501,1076,94.79,83,5,5,95,0,2.6,139
10501,342,94.44,15,20,56,44,0,9.9,34
10501,383,43.34,19,7,69,31,0,1.6,39
10501,349,40,90,2,4,96,0,0.3,64
10501,535,87.1,54,14,26,74,0,7.1,68
5605,923,72.48,12,5,74,26,0,0.5,202
5605,2413,72.5,14,4,72,28,0,2.2,7
5605,290,72.41,16,4,70,30,0,2.1,7
5605,563,72.47,12,5,74,26,0,3.6,18
5605,310,72.58,12,6,71,29,0,1,20
5605,1106,51.27,15,4,74,26,0,0.2,82
425,98,87.29,96,0,3,97,0,0,38
425,199,61.79,96,1,2,98,0,0,23
425,128,92.97,95,1,4,96,0,0,8
4241,553,94.98,80,12,6,94,2,7.8,13
4241,808,94.4,82,8,8,92,1,2.1,236
4241,563,72.41,76,14,8,92,2,9.9,41
4241,566,94.33,78,11,9,91,3,4.2,181
4241,265,86.1,76,12,9,91,0,3,110
4241,560,51.34,17,15,61,39,0,3,97
4241,926,63.54,79,12,7,93,3,5.8,73
427,427,87.56,91,0,8,92,0,0,70
162,162,92.86,76,9,12,88,1,0,3
2738,1001,90.21,25,19,53,47,3,2.6,173
2738,258,90.31,20,15,63,37,4,5.8,22
2738,774,90.18,28,16,52,48,3,9.3,29
2738,705,90.21,24,25,44,56,6,11.8,41
1349,294,89.8,42,2,53,47,0,0,71
1349,400,77.25,45,2,51,49,0,0,27
1349,49,92.93,45,10,43,57,0,2,0
1349,407,54.05,38,2,58,42,0,0.2,81
1349,199,91.96,32,2,62,38,1,0.5,56
1617,377,66.94,42,7,48,52,4,0,44
1617,759,94.44,37,10,47,53,4,0,149
1617,459,57.35,40,4,52,48,1,0,19
1617,22,88.56,59,0,36,64,9,0,63
1205,344,63.93,95,1,3,97,0,0,112
1205,300,63.33,91,3,5,95,0,0,15
1205,561,92.86,90,2,7,93,0,0,3
5494,220,68.64,27,6,63,37,2,0.9,16
5494,384,90.1,38,7,49,51,1,2.9,6
5494,31,67.74,39,10,52,48,0,3.2,31
5494,1392,68.82,34,7,54,46,1,0.8,153
5494,858,89.98,36,6,52,48,1,2.1,20
5494,1767,68.82,36,6,53,47,1,0.2,233
5494,842,90.02,37,7,50,50,1,2.7,48
4347,2224,41.11,32,19,46,54,1,2.7,382
4347,990,92.05,33,20,44,56,3,4,322
4347,375,94.4,12,41,44,56,8,24.5,14
4347,382,67.22,46,14,37,63,2,9.4,44
4347,376,93.2,47,9,43,57,2,4,96
2754,655,81.93,18,26,51,49,6,2.4,74
2754,434,48.39,26,28,40,60,13,19.6,22
2754,779,62.2,18,25,53,47,6,3,83
2754,453,84.63,24,29,39,61,10,11.5,34
2754,433,71.14,4,25,68,32,5,12.9,27
938,416,64.66,1,6,90,10,0,1.2,11
938,226,45.13,1,7,90,10,0,0.4,14
938,296,33.45,0,3,92,8,0,0.3,7
1053,542,68.75,40,4,52,48,0,0.4,160
1053,511,92.61,39,1,56,44,0,0.4,252
12410,1460,69.59,47,7,38,62,0,3.8,65
12410,357,90.76,62,3,31,69,0,0.3,14
12410,487,47.43,16,3,76,24,0,2.5,28
12410,985,68.12,48,10,35,65,0,3.4,247
12410,547,46.8,24,10,61,39,0,6.8,46
12410,810,59.51,47,4,41,59,0,0.7,126
12410,750,77.07,49,5,38,62,0,0.7,213
12410,653,91.27,54,12,25,75,0,6.9,29
12410,38,78.81,61,11,29,71,0,2.6,2
12410,1014,63.21,38,4,53,47,0,0.6,417
12410,1312,51.6,34,4,56,44,0,0.5,349
12410,438,90.64,34,8,52,48,0,3.4,101
12410,552,93.66,70,11,11,89,0,7.8,59
12410,677,93.94,67,6,19,81,0,3.8,188
12410,1198,56.51,44,7,42,58,0,1.9,361
12410,341,43.4,13,5,72,28,1,3.8,36
12410,512,44.34,10,3,77,23,0,1.8,1
12410,279,92.11,87,4,6,94,0,1.8,59
1145,274,90.86,61,8,27,73,1,4.7,130
1145,521,70.82,63,5,29,71,0,3.3,75
1145,15,92.98,67,0,27,73,0,0,0
1145,335,65.11,61,7,27,73,0,0,43
746,328,81.08,62,2,35,65,0,0.6,67
746,240,63.72,64,2,30,70,0,0,51
746,178,77.01,60,1,39,61,0,0,58
2761,860,45.47,0,4,92,8,0,0,32
2761,588,54.08,1,6,91,9,0,2,7
2761,680,56.47,0,5,92,8,0,0.1,12
2761,573,63.18,1,6,90,10,0,3.1,2
2761,60,63.33,0,0,97,3,0,0,2
3941,892,87.59,35,3,56,44,0,0.7,14
3941,1224,68.63,35,3,58,42,0,0.1,285
3941,897,91.86,36,3,55,45,0,1.1,10
3941,928,83.19,37,5,54,46,0,0.6,246
8364,351,61.82,2,3,90,10,0,0.6,1
8364,506,67.98,4,2,88,12,0,0,37
8364,599,60.1,2,2,92,8,0,0.2,27
8364,621,77.62,4,3,88,12,0,0.2,34
8364,1309,69.37,8,4,82,18,0,0.3,142
8364,397,42.76,12,8,75,25,0,4.8,45
8364,446,87.67,4,2,84,16,0,1.1,2
8364,1137,62.71,5,4,86,14,0,0.2,103
8364,564,72.7,5,3,86,14,0,0.2,6
8364,417,67.15,4,2,85,15,0,1.4,10
8364,517,85.88,9,8,79,21,0,0.4,80
8364,261,27.2,1,6,90,10,0,2.3,1
8364,317,89.91,4,3,87,13,0,1.3,1
8364,507,67.46,3,2,89,11,0,0.6,5
8364,415,84.82,7,3,81,19,0,1.2,6
16454,785,58.85,27,6,61,39,0,2.5,36
16454,1107,39.57,12,7,77,23,0,1.2,171
16454,533,89.12,46,6,37,63,0,6.2,23
16454,1683,34.93,8,11,75,25,0,4.8,15
16454,1359,35.47,16,6,73,27,0,0.9,110
16454,1762,87.64,48,6,42,58,0,2.3,16
16454,641,63.81,34,19,39,61,0,13.4,50
16454,928,38.36,16,9,70,30,0,4.6,7
16454,843,64.77,42,6,46,54,0,0.9,313
16454,1467,40.45,2,8,86,14,0,2.5,31
16454,1661,32.09,21,10,63,37,0,2.3,174
16454,732,34.15,7,7,83,17,0,2.5,28
16454,1045,53.68,35,5,53,47,0,1.6,179
16454,1315,38.48,19,12,63,37,0,1.3,104
16454,593,47.55,23,8,65,35,0,3.4,22
5809,1531,66.75,33,7,55,45,0,1,328
5809,443,76.52,46,3,40,60,0,2.3,61
5809,584,66.78,51,5,36,64,0,0.2,244
5809,568,51.11,57,4,32,68,0,1.2,236
5809,809,76.64,27,8,62,38,1,0.7,294
5809,436,86.46,40,12,40,60,0,6.9,86
5809,369,93.95,39,5,48,52,0,3.5,88
5809,436,62.5,21,11,61,39,1,2.8,47
5809,633,83.55,26,4,62,38,0,1.7,84
595,130,92.01,88,2,8,92,0,0,12
595,164,89.91,93,0,5,95,0,0,35
595,301,92.83,89,0,7,93,0,0,25
3028,733,77.9,63,2,31,69,0,0.4,189
3028,867,77.85,65,1,30,70,0,0.2,51
3028,672,92.09,65,2,28,72,0,0.7,190
3028,756,84.61,67,1,29,71,0,0.5,302
5107,1445,60,22,9,64,36,1,1.7,142
5107,622,67.36,21,9,65,35,2,3.1,149
5107,621,70.21,23,8,63,37,0,0,99
5107,522,88.51,38,11,46,54,3,5,29
5107,621,88.24,17,12,64,36,2,6.6,6
5107,691,88.57,34,9,51,49,1,2.7,10
5107,220,88.64,9,7,80,20,1,3.2,3
5107,365,88.49,2,4,89,11,0,1.4,11
296,209,76.08,52,7,35,65,0,0,29
296,87,75.86,40,11,43,57,0,0,7
941,417,79.52,35,5,60,40,1,7.4,90
941,228,92.93,35,6,58,42,1,4.8,8
941,296,94.86,36,6,58,42,0,1.4,74
3802,452,58.85,0,5,89,11,0,2.9,9
3802,469,51.6,2,3,88,12,0,2.6,1
3802,1132,47.44,2,4,89,11,0,0.9,64
3802,381,65.35,1,7,91,9,1,3.7,0
3802,929,56.51,1,5,89,11,0,1,33
3802,439,58.54,4,5,85,15,0,3,7
19862,586,61.77,1,47,46,54,0,7.8,49
19862,1060,59.72,2,34,60,40,0,3.6,67
19862,1316,50.15,2,30,63,37,0,2.4,145
19862,586,51.71,2,29,63,37,0,17.2,1
19862,355,64.51,0,13,82,18,0,4.5,8
19862,439,88.38,2,56,38,62,0,40.1,3
19862,681,65.87,2,33,59,41,0,8.7,57
19862,1417,71.49,2,67,28,72,1,8.5,140
19862,713,87.38,1,73,23,77,1,13,75
19862,786,68.32,1,33,61,39,0,5.9,104
19862,451,78.49,0,53,43,57,0,12.6,40
19862,1274,46.3,2,14,79,21,0,0.2,30
19862,452,91.37,2,68,27,73,1,46.5,5
19862,3385,92.87,2,77,19,81,1,54.5,15
19862,413,68.28,0,38,57,43,0,18.6,0
19862,273,57.88,0,12,83,17,0,1.8,8
19862,903,80.34,3,61,32,68,0,33.4,56
19862,3186,55.66,2,13,81,19,0,3.4,3
19862,445,79.78,2,53,41,59,0,41.8,24
19862,281,55.52,3,14,78,22,0,3.2,5
19862,371,78.17,0,64,33,67,1,43.9,3
19862,489,79.75,0,31,66,34,0,15.5,37
1129,281,93.95,36,4,56,44,0,0.4,89
1129,526,93.92,30,4,60,40,0,1.7,32
1129,322,94.1,34,5,58,42,1,0.9,146
1398,438,94.06,48,8,36,64,0,0,8
1398,415,79.21,53,7,33,67,0,0,143
1398,226,94.25,50,9,36,64,0,0,33
1398,319,94.04,52,10,33,67,0,0,123
1248,296,66.55,55,4,35,65,0,3.7,1
1248,318,53.77,56,6,31,69,0,0.3,33
1248,249,69.88,53,6,31,69,0,5.2,0
1248,385,47.27,55,5,35,65,0,0.5,154
3070,768,92.58,37,2,57,43,1,0,163
3070,826,92.62,30,2,64,36,0,0,103
3070,722,92.66,34,2,59,41,1,0,264
3070,712,92.56,36,2,59,41,0,0,109
3070,42,92.86,38,0,60,40,0,0,89
54852,480,87.76,98,1,0,100,0,0.2,98
54852,524,52.23,63,7,23,77,0,2.5,42
54852,441,94.46,97,3,0,100,0,0.7,14
54852,438,92.11,95,4,1,99,1,2.5,17
54852,410,72.73,98,1,0,100,0,0.7,69
54852,468,92.91,95,4,0,100,0,0.2,48
54852,388,74.23,96,3,0,100,0,0,122
54852,739,10.42,12,10,61,39,0,5.8,1
54852,365,92.01,95,5,0,100,0,0,120
54852,414,92.05,92,2,3,97,0,0.2,25
54852,740,94.4,91,8,0,100,0,3.1,259
54852,930,75.82,97,3,0,100,0,1.5,541
54852,1333,94.46,94,5,0,100,0,2.8,177
54852,1297,92.94,78,6,12,88,0,1.4,244
54852,550,90.05,97,2,0,100,0,0,82
54852,1978,25.58,38,24,33,67,0,4.6,182
54852,405,94.39,99,1,0,100,0,7.2,29
54852,812,92.05,87,4,3,97,0,2.5,103
54852,906,37.64,65,3,27,73,0,0.2,12
54852,232,17.24,25,6,62,38,0,0.9,4
54852,59,93.88,41,8,46,54,0,0,0
54852,506,87.82,96,2,1,99,0,0,45
54852,498,72.73,96,4,0,100,0,2.2,36
54852,505,84.63,98,1,0,100,0,0.6,62
54852,798,60.52,91,8,0,100,0,4.8,246
54852,381,85.99,97,3,0,100,0,0,238
54852,383,81.48,95,4,0,100,0,1.6,15
54852,540,51.11,38,32,24,76,0,23.3,7
54852,634,87.82,97,2,0,100,0,0.9,46
54852,462,81.31,70,3,21,79,0,0.4,2
54852,311,33.12,62,5,27,73,0,0,4
54852,679,94.5,97,3,0,100,0,1.2,204
